data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,16,157438772,3.000,1,13984701
2022,5,156056208,0.600,1,13789634
2022,5,156057345,3.400,1,13789728
2022,5,156056553,68.000,1,13789652
2022,5,156057530,15.000,1,13789742
2022,5,156057093,7.140,1,13789706
2022,5,156057350,3.500,1,13789729
2022,5,156058018,0.700,1,13789792
2022,4,157438894,0.500,1,13984726
2022,4,157438664,0.200,1,13984682
2022,13,157438869,1.000,3,13984722
2022,2,156057769,3.100,1,13789764
2022,5,156056267,1.000,9,13789639
2022,5,159723686,23.100,1,14295405
2022,2,157438749,1.000,1,13984694
2022,5,156057860,187.000,1,13789777
2022,5,157438714,5.000,1,13984688
2022,5,157438758,3.000,1,13984698
2022,12,157438791,1.000,11,13984706
2022,12,157438770,7.000,1,13984700
2022,16,157438841,3.000,1,13984716
2022,4,157438715,1.000,11,13984689
2022,5,156059414,1.000,1,13789904
2022,5,157438719,2.000,1,13984690
2022,5,157438740,1.000,11,13984693
2022,5,157438911,6.000,1,13984729
2022,5,157438858,15.400,1,13984721
2022,5,157438874,5.000,1,13984725
2022,5,157438750,2.000,9,13984695
2022,5,157438699,6.000,1,13984686
2022,5,157438777,1.000,1,13984703
2022,5,157438812,7.490,4,13984711
2022,8,156058197,10.000,9,13789809
2022,12,157438823,0.670,1,13984713
2022,2,156057886,3.700,1,13789780
2022,12,157438793,4.000,1,13984707
2022,12,157438753,1.000,11,13984696
2022,5,157438898,1.200,1,13984727
2022,5,157438701,12.000,1,13984687
2022,5,157438754,6.000,1,13984697
2022,12,157438775,30.000,1,13984702
